Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Mel, Stephanie",BILD 2 - Multicellular Life             (B),SP09,258,162,92.5%,86.9%,5.01,B+ (3.38),B- (2.73)
"Strause, Linda G.",BILD 22 - Human Nutrition                (A),SP09,335,147,94.4%,95.8%,2.58,B+ (3.54),B (3.14)
"Kohn, Joshua R",BILD 3 - Organismic&Evolutionary Biol   (A),SP09,423,223,83.9%,89.0%,3.83,B+ (3.42),C+ (2.55)
"Bier, Ethan",BILD 7 - The Beginning of Life          (A),SP09,107,57,86.0%,94.7%,3.66,B+ (3.41),B (3.14)
"Yanofsky, Martin F.",BILD 7 - The Beginning of Life          (A),SP09,107,57,86.0%,94.7%,3.66,B+ (3.41),B (3.14)
"Saier, Milton H.",BILD 87 - Freshman Seminar               (A),SP09,1,9,100.0%,100.0%,1.39,N/A,N/A
"Saier, Milton H.",BILD 87 - Freshman Seminar               (B),SP09,8,11,100.0%,100.0%,0.50,A (4.00),N/A
"Woodruff, David S",BILD 87 - Freshman Seminar               (C),SP09,16,14,100.0%,100.0%,2.04,N/A,N/A
"Gaasterland, Theresa",BILD 94 - Prof. Issues/Bioinformatics    (A),SP09,29,18,100.0%,94.1%,0.50,A- (3.75),N/A
"Traver, David",BILD 1 - The Cell                       (A),WI09,270,131,97.7%,93.9%,4.81,B+ (3.57),B (3.22)
"Boulanger, Lisa",BILD 1 - The Cell                       (B),WI09,192,77,93.5%,97.4%,4.53,B+ (3.64),C+ (2.58)
"Bever, Jennie Lynn",BILD 10 - Fundamental Concepts/Modrn Bio (A),WI09,272,165,92.8%,94.8%,2.61,B+ (3.62),B+ (3.45)
"Mel, Stephanie",BILD 2 - Multicellular Life             (A),WI09,305,199,92.4%,89.4%,4.91,B+ (3.39),C+ (2.60)
"Towb, Par",BILD 2 - Multicellular Life             (B),WI09,206,111,95.5%,82.9%,5.40,B+ (3.45),C+ (2.36)
"Woodruff, David S",BILD 3 - Organismic&Evolutionary Biol   (A),WI09,208,84,83.1%,74.7%,4.96,B (3.20),C+ (2.61)
"Henter, Heather J.",BILD 3 - Organismic&Evolutionary Biol   (B),WI09,273,145,83.6%,81.5%,4.29,B+ (3.31),C+ (2.61)
"Henter, Heather J.",BILD 3 - Organismic&Evolutionary Biol   (C),WI09,276,175,82.5%,84.8%,4.52,B+ (3.45),C+ (2.61)
"Gustafson-Brown, Cindy",BILD 36 - AIDS Science and Society       (A),WI09,157,138,89.8%,88.3%,4.46,B (3.30),B- (2.75)
"Woodruff, David S",BILD 87 - Freshman Seminar               (A),WI09,17,16,100.0%,100.0%,0.50,N/A,N/A
"Saier, Milton H.",BILD 87 - Freshman Seminar               (B),WI09,14,9,100.0%,100.0%,0.72,N/A,N/A
"Saier, Milton H.",BILD 87 - Freshman Seminar               (C),WI09,11,11,90.0%,100.0%,1.05,A (4.00),N/A
"Bever, Jennie Lynn",BILD 1 - The Cell                       (A),FA08,235,111,98.2%,95.5%,4.68,B+ (3.43),B- (2.96)
"Patrick, Gentry",BILD 1 - The Cell                       (B),FA08,272,169,96.9%,90.7%,4.62,B+ (3.36),B- (2.90)
"Gustafson-Brown, Cindy",BILD 10 - Fundamental Concepts/Modrn Bio (A),FA08,212,148,82.2%,87.0%,4.54,B (3.15),B- (2.73)
"Towb, Par",BILD 2 - Multicellular Life             (A),FA08,319,216,95.8%,88.4%,5.31,B+ (3.36),C+ (2.58)
"Fortes, P. A. George",BILD 26 - Human Physiology               (A),FA08,161,78,75.6%,72.7%,4.11,B (3.25),B (3.10)
"Wills, Christopher",BILD 3 - Organismic&Evolutionary Biol   (A),FA08,381,159,86.4%,94.8%,3.92,B+ (3.33),C+ (2.59)
"Henter, Heather J.",BILD 3 - Organismic&Evolutionary Biol   (B),FA08,384,199,88.3%,81.1%,4.01,B+ (3.47),C+ (2.60)
"Henter, Heather J.",BILD 3 - Organismic&Evolutionary Biol   (C),FA08,202,137,89.3%,82.7%,3.96,B+ (3.48),C+ (2.60)
"Pogliano, Joseph",BILD 71 - Genomics Research Initiative   (A),FA08,24,19,100.0%,100.0%,5.34,A- (3.94),B+ (3.69)
"Pogliano, Kit J.",BILD 71 - Genomics Research Initiative   (A),FA08,24,19,100.0%,100.0%,5.34,A- (3.94),B+ (3.69)
"Crawford, Nigel M.",BILD 87 - Freshman Seminar               (A),FA08,19,18,100.0%,100.0%,0.72,N/A,N/A
"Woodruff, David S",BILD 87 - Freshman Seminar               (B),FA08,16,17,100.0%,100.0%,0.75,N/A,N/A
"Bever, Jennie Lynn",BILD 1 - The Cell                       (A),SU08,69,52,94.0%,87.8%,7.68,B (3.22),N/A
"Towb, Par",BILD 1 - The Cell                       (A),SU08,56,30,96.7%,96.7%,7.67,B+ (3.67),N/A
"Tour, Ella",BILD 10 - Fundamental Concepts/Modrn Bio (A),SU08,42,28,92.9%,96.4%,4.07,B+ (3.54),N/A
"Saier, Milton H.",BILD 18GS - Human Impact on the Environmnt (A),SU08,31,30,96.7%,100.0%,4.23,A (4.00),N/A
"Towb, Par",BILD 2 - Multicellular Life             (A),SU08,107,65,96.8%,90.5%,6.03,B+ (3.53),N/A
"Towb, Par",BILD 2 - Multicellular Life             (A),SU08,94,61,93.2%,91.5%,6.94,B+ (3.46),N/A
"Santoso, Buyung",BILD 1 - The Cell                       (A),SP08,312,151,97.3%,98.0%,4.41,B+ (3.57),B (3.22)
"Ghiara, Jayant",BILD 1 - The Cell                       (B),SP08,179,91,98.9%,96.6%,4.83,B+ (3.56),B (3.07)
"Loomis, William F.",BILD 10 - Fundamental Concepts/Modrn Bio (A),SP08,153,61,91.5%,88.3%,2.70,B+ (3.35),B (3.01)
"Saier, Milton H.",BILD 18 - Human Impact on the Environmnt (A),SP08,187,88,89.4%,88.2%,2.07,A- (3.80),A- (3.75)
"Schroeder, Julian I",BILD 2 - Multicellular Life             (A),SP08,228,98,95.8%,87.5%,4.91,B+ (3.39),B- (2.84)
"Towb, Par",BILD 2 - Multicellular Life             (B),SP08,228,130,96.8%,88.9%,4.99,B+ (3.42),B- (2.86)
"Strause, Linda G.",BILD 22 - Human Nutrition                (A),SP08,366,210,93.1%,97.5%,3.04,B (3.26),B (3.09)
"Kohn, Joshua R",BILD 3 - Organismic&Evolutionary Biol   (A),SP08,327,158,89.0%,91.6%,4.73,B+ (3.53),C+ (2.56)
"Woodruff, David S",BILD 3 - Organismic&Evolutionary Biol   (B),SP08,289,104,82.4%,61.4%,5.10,B (3.30),B- (2.70)
"Bier, Ethan",BILD 7 - The Beginning of Life          (A),SP08,98,64,78.7%,93.5%,2.66,B+ (3.36),B- (2.84)
"Yanofsky, Martin F.",BILD 7 - The Beginning of Life          (A),SP08,98,64,78.7%,93.5%,2.66,B+ (3.36),B- (2.84)
"Saier, Milton H.",BILD 87 - Freshman Seminar               (A),SP08,12,10,100.0%,100.0%,0.50,N/A,N/A
"Saier, Milton H.",BILD 87 - Freshman Seminar               (B),SP08,12,10,100.0%,100.0%,0.70,N/A,N/A
"Zhang, Kun",BILD 94 - Prof. Issues/Bioinformatics    (A),SP08,26,16,93.8%,100.0%,1.25,A (4.00),N/A
"Green, Melvin H.",BILD 95 - Undergraduate Workshops        (A),SP08,21,15,100.0%,100.0%,0.77,A (4.00),N/A
"Bever, Jennie Lynn",BILD 1 - The Cell                       (A),WI08,301,132,95.3%,85.8%,4.59,B+ (3.50),B- (2.85)
"Boulanger, Lisa",BILD 1 - The Cell                       (B),WI08,293,100,93.0%,99.0%,5.27,B+ (3.37),C+ (2.55)
"Towb, Par",BILD 10 - Fundamental Concepts/Modrn Bio (A),WI08,332,119,83.1%,93.2%,2.14,B+ (3.58),B+ (3.34)
"Potter, Ellen",BILD 2 - Multicellular Life             (A),WI08,292,247,87.7%,13.9%,5.74,B (3.28),C+ (2.60)
"Wasserman, Steven A.",BILD 2 - Multicellular Life             (A),WI08,292,202,90.7%,96.4%,5.57,B (3.28),C+ (2.60)
"Berg, Darwin K.",BILD 2 - Multicellular Life             (B),WI08,283,162,98.7%,97.5%,5.71,B+ (3.41),C+ (2.59)
"Pinon, Ramon",BILD 24 - Biology of Human Reproduction  (A),WI08,122,44,78.6%,76.7%,4.22,B (3.09),B- (2.84)
"Henter, Heather J.",BILD 3 - Organismic&Evolutionary Biol   (A),WI08,272,110,86.9%,85.0%,4.14,B (3.27),B- (2.74)
"Henter, Heather J.",BILD 3 - Organismic&Evolutionary Biol   (B),WI08,271,147,88.2%,82.9%,4.31,B+ (3.41),B- (2.74)
"Woodruff, David S",BILD 87 - Freshman Seminar               (A),WI08,21,20,100.0%,100.0%,1.12,N/A,N/A
"Saier, Milton H.",BILD 87 - Freshman Seminar               (C),WI08,10,7,100.0%,83.3%,1.30,N/A,N/A
"Saier, Milton H.",BILD 87 - Freshman Seminar               (D),WI08,13,10,100.0%,100.0%,1.30,A (4.00),N/A
"Crawford, Nigel M.",BILD 87 - Freshman Seminar               (E),WI08,32,20,100.0%,100.0%,0.80,A (4.00),N/A
"Wasserman, Steven A.",BILD 1 - The Cell                       (A),FA07,261,202,93.9%,91.8%,5.68,B (3.16),C+ (2.66)
"Patrick, Gentry",BILD 1 - The Cell                       (B),FA07,252,154,97.3%,88.6%,5.02,B+ (3.41),B- (2.81)
"Sann, Sharon Bree",BILD 10 - Fundamental Concepts/Modrn Bio (A),FA07,209,132,84.7%,87.1%,3.85,B+ (3.35),B- (2.92)
"Towb, Par",BILD 2 - Multicellular Life             (A),FA07,303,209,96.6%,87.8%,6.06,B+ (3.61),B- (2.94)
"Fortes, P. A. George",BILD 26 - Human Physiology               (A),FA07,154,82,67.1%,59.5%,4.11,B- (2.98),B- (2.78)
"Wills, Christopher",BILD 3 - Organismic&Evolutionary Biol   (A),FA07,266,157,78.8%,79.5%,4.06,B+ (3.42),B- (2.79)
"Wills, Christopher",BILD 3 - Organismic&Evolutionary Biol   (B),FA07,296,142,89.2%,95.7%,4.15,B+ (3.35),B- (2.79)
"Gustafson-Brown, Cindy",BILD 36 - AIDS Science and Society       (A),FA07,186,113,92.8%,92.9%,4.05,B (3.27),B- (2.78)
"Woodruff, David S",BILD 87 - Freshman Seminar               (A),FA07,17,16,100.0%,100.0%,0.50,N/A,N/A
"Saier, Milton H.",BILD 87 - Freshman Seminar               (B),FA07,17,10,100.0%,100.0%,0.70,N/A,N/A
"Saier, Milton H.",BILD 87 - Freshman Seminar               (C),FA07,14,11,100.0%,100.0%,1.23,A (4.00),N/A
"Santoso, Buyung",BILD 1 - The Cell                       (A),SU07,89,70,96.9%,88.4%,5.02,B+ (3.56),N/A
"Towb, Par",BILD 1 - The Cell                       (A),SU07,98,74,93.0%,88.7%,7.73,B+ (3.47),N/A
"Gustafson-Brown, Cindy",BILD 10 - Fundamental Concepts/Modrn Bio (A),SU07,36,25,70.8%,70.8%,5.25,B- (2.71),N/A
"Saier, Milton H.",BILD 18 - Human Impact on the Environmnt (A),SU07,23,17,100.0%,100.0%,2.85,A- (3.80),N/A
"Towb, Par",BILD 2 - Multicellular Life             (A),SU07,96,73,94.4%,95.8%,6.69,B+ (3.48),N/A
"Towb, Par",BILD 2 - Multicellular Life             (A),SU07,88,46,97.8%,86.7%,7.39,B+ (3.57),N/A
"Pinon, Ramon",BILD 24 - Biology of Human Reproduction  (A),SU07,33,15,71.4%,84.6%,5.93,B- (2.80),N/A
