Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Johnson, Sara E.",LTAM 111,SP23,46,38,1.0,1.0,4.99,3.76,3.84
"Fiss, Geraldine Anna",LTEA 110C,SP23,53,39,1.0,1.0,6.09,3.71,3.75
"Liao, Ping H",LTEA 120B,SP23,225,70,0.627,0.591,5.25,3.73,3.56
"Mendoza, Andrea",LTEA 132,SP23,58,9,1.0,1.0,5.0,3.88,3.65
"Lee, Jin-Kyung",LTEA 143,SP23,61,21,0.905,0.9,3.17,3.85,3.42
"Lerer, Seth",LTEN 112,SP23,38,12,1.0,1.0,3.95,3.73,3.9
"Loose, Margaret",LTEN 142,SP23,26,11,0.9,0.9,7.59,3.63,3.45
"Vijay, Ameeth Varma",LTEN 144,SP23,33,14,0.769,0.9229999999999999,6.65,3.54,3.78
"Batarseh, Amanda Alicia",LTEN 179,SP23,22,10,1.0,1.0,4.1,3.9,3.97
"Suzuki, Erin M.",LTEN 181,SP23,56,21,1.0,1.0,5.4,3.69,3.72
"Wesling, Megan E.",LTEN 26,SP23,99,74,0.973,0.972,4.8,3.86,3.83
"Childs, Dennis R.",LTEN 27,SP23,81,30,1.0,0.9329999999999999,4.9,3.67,3.22
"De Marchi Gherini, Adriana",LTEU 100,SP23,37,16,0.9329999999999999,1.0,3.5,3.75,3.98
"Glaser, Amelia",LTEU 154,SP23,25,11,1.0,1.0,5.95,3.5,3.59
"Cho, Hye Jin",LTKO 1C,SP23,24,7,1.0,1.0,5.64,3.71,3.52
"Tark, Eun Sun",LTKO 1C,SP23,24,9,1.0,1.0,4.06,3.8,3.74
"Yim, Nancy",LTKO 1C,SP23,22,8,1.0,1.0,3.5,3.67,3.7
"Yim, Nancy",LTKO 1C,SP23,20,8,1.0,1.0,5.75,3.8,3.67
"Lee, Jeyseon",LTKO 2C,SP23,21,6,1.0,1.0,3.83,3.75,3.57
"Murray, Kourtney Kristine",LTLA 3,SP23,38,12,1.0,1.0,3.95,4.0,3.86
"Martin-Cabrera, Luis",LTSP 100B,SP23,23,13,1.0,1.0,2.5,3.92,3.84
"Arcos Herrera, Carol",LTSP 100B,SP23,22,8,1.0,1.0,4.5,3.88,3.69
"Guillermoprieto, Maria Del",LTSP 2A,SP23,23,11,0.818,0.727,5.41,3.2,3.25
"Mastromartino, Alexandra L",LTSP 2E,SP23,24,22,1.0,1.0,3.59,3.59,3.58
"duBois, Page Ann",LTWL 100,SP23,50,11,1.0,1.0,2.5,4.0,3.7
"Rahimi, Babak",LTWL 157,SP23,41,18,0.9440000000000001,0.941,2.94,3.94,4.0
"Miyao, Daisuke",LTWL 184,SP23,40,12,1.0,1.0,4.17,3.92,3.9
"Doller, Ben",LTWR 109,SP23,30,9,1.0,0.857,3.5,4.0,3.88
"Som, Brandon D",LTWR 115,SP23,29,12,1.0,1.0,3.83,3.92,3.9
"Wilkinson, Marco",LTWR 122,SP23,22,18,0.889,1.0,4.28,3.69,3.74
"Forbes, Camille",LTWR 126,SP23,29,18,1.0,1.0,4.5,3.67,3.23
"Springer, Anna Joy",LTWR 8A,SP23,86,77,0.792,0.816,4.73,3.53,3.69
"Doller, Ben",LTWR 8B,SP23,95,33,0.938,0.938,2.25,3.93,3.51
"Liao, Ping H",LTCH 101,WI23,105,27,0.885,0.84,4.81,3.82,3.51
"Miyao, Daisuke",LTEA 138,WI23,292,83,0.987,1.0,4.93,3.96,3.89
"Lee, Jin-Kyung",LTEA 141,WI23,45,10,1.0,1.0,5.7,3.7,3.75
"Lerer, Seth",LTEN 142,WI23,29,9,1.0,1.0,5.5,3.63,3.69
"Loose, Margaret",LTEN 149,WI23,37,13,1.0,1.0,3.42,3.92,3.81
"Streeby, Shelley",LTEN 178,WI23,36,15,0.9329999999999999,1.0,3.43,3.92,3.83
"Perreira, Christopher Michael",LTEN 180,WI23,23,6,0.833,1.0,2.83,3.83,3.82
"Kim, Joo Ok",LTEN 181,WI23,56,27,0.741,0.815,2.87,3.7,3.66
"Loose, Margaret",LTEN 23,WI23,80,64,0.934,0.982,4.02,3.35,3.38
"Kim, Joo Ok",LTEN 28,WI23,190,101,0.884,0.815,3.1,3.73,3.72
"De Marchi Gherini, Adriana",LTEU 105,WI23,38,15,0.9329999999999999,1.0,3.57,3.67,3.84
"Wesling, Megan E.",LTEU 141,WI23,36,15,0.867,0.867,5.97,3.73,3.6
"Glaser, Amelia",LTEU 150A,WI23,25,8,1.0,1.0,6.5,3.63,3.68
"Cho, Hye Jin",LTKO 1B,WI23,20,10,1.0,1.0,5.5,3.89,3.78
"Cho, Hye Jin",LTKO 1B,WI23,24,4,1.0,1.0,4.0,3.5,3.63
"Yim, Nancy",LTKO 1B,WI23,25,6,1.0,1.0,3.17,4.0,3.89
"Yim, Nancy",LTKO 1B,WI23,24,7,1.0,1.0,3.5,3.67,3.87
"Lee, Jeyseon",LTKO 2B,WI23,26,11,1.0,1.0,5.1,3.83,3.73
"Murray, Kourtney Kristine",LTLA 2,WI23,37,9,1.0,1.0,3.17,4.0,3.95
"Bessett, Ryan Matthew",LTSP 100B,WI23,30,9,1.0,1.0,2.94,4.0,3.74
"Dominguez, Noelia",LTSP 2B,WI23,20,5,1.0,1.0,2.9,3.8,2.92
"Dominguez, Noelia",LTSP 2C,WI23,21,9,1.0,1.0,3.39,3.33,3.2
"Mastromartino, Alexandra L",LTSP 2E,WI23,30,30,1.0,1.0,2.83,3.83,3.89
"Bessett, Ryan Matthew",LTSP 2E,WI23,30,12,1.0,1.0,3.23,3.73,4.0
"Vitkus, Daniel J.",LTTH 115,WI23,38,15,0.867,0.867,6.1,3.07,3.38
"Batarseh, Amanda Alicia",LTWL 110B,WI23,36,30,1.0,1.0,3.3,3.9,3.73
"Fiss, Geraldine Anna",LTWL 114,WI23,38,25,0.84,0.958,6.02,3.61,3.71
"Batarseh, Amanda Alicia",LTWL 124,WI23,23,17,1.0,1.0,4.5,3.93,3.8
"Mendoza, Andrea",LTWL 155,WI23,24,11,1.0,1.0,5.9,3.7,3.95
"Lerer, Seth",LTWL 165,WI23,31,14,1.0,1.0,4.93,3.86,3.69
"Miyao, Daisuke",LTWL 180,WI23,41,14,1.0,1.0,4.14,3.83,3.85
"duBois, Page Ann",LTWL 19B,WI23,39,14,1.0,1.0,3.07,3.38,3.09
"Jemc, Jaclyn",LTWR 110,WI23,29,11,1.0,1.0,5.41,3.91,3.55
"Som, Brandon D",LTWR 8B,WI23,100,51,0.94,0.9590000000000001,2.74,3.9,3.67
"Lopez, Casandra",LTWR 8C,WI23,70,34,0.9059999999999999,0.9,3.74,3.94,3.78
"Chacon, Gloria Elizabeth",LTAM 110,FA22,39,13,0.833,0.75,5.88,3.75,3.7
"Nguyen, Hoang Tan",LTCS 119,FA22,28,6,1.0,1.0,5.7,3.8,4.0
"Kim, Joo Ok",LTCS 130,FA22,37,15,0.929,0.929,4.21,3.92,3.88
"Kim, Joo Ok",LTCS 165,FA22,39,13,0.833,0.833,3.17,3.75,3.82
"Fiss, Geraldine Anna",LTEA 120A,FA22,281,192,0.9159999999999999,0.915,6.03,3.71,3.81
"Lee, Jin-Kyung",LTEA 140,FA22,34,9,1.0,1.0,4.72,3.56,3.61
"Lee, Jin-Kyung",LTEA 142,FA22,112,28,0.846,0.9229999999999999,4.83,3.71,3.84
"Lampert-Weissig, Lisa",LTEN 107,FA22,26,12,1.0,1.0,5.83,3.73,3.54
"Walkiewicz, Kathryn A",LTEN 148,FA22,24,7,1.0,1.0,3.64,3.86,4.0
"Walkiewicz, Kathryn A",LTEN 152,FA22,40,10,0.9,1.0,5.39,3.89,4.0
"Ruiz, Ariana",LTEN 180,FA22,20,5,1.0,1.0,5.0,3.5,3.86
"Lampert-Weissig, Lisa",LTEN 21,FA22,93,42,0.905,0.976,4.69,3.65,3.69
"Johnson, Sara E.",LTEN 25,FA22,94,50,0.9570000000000001,0.9570000000000001,4.41,3.57,3.42
"Ruiz, Ariana",LTEN 29,FA22,95,37,1.0,1.0,4.12,3.68,3.71
"Myerston Santana, Jacobo",LTGK 1,FA22,25,12,0.917,1.0,6.0,3.75,3.88
"Fischer-Grunski, Eva K",LTGM 2A,FA22,24,11,1.0,1.0,4.86,3.8,3.51
"Cho, Hye Jin",LTKO 1A,FA22,22,4,1.0,1.0,7.0,3.33,2.96
"Cho, Hye Jin",LTKO 1A,FA22,21,14,1.0,1.0,5.73,3.42,3.66
"Cho, Hye Jin",LTKO 1A,FA22,21,6,0.833,1.0,5.83,3.5,3.79
"Tark, Eun Sun",LTKO 1A,FA22,22,11,1.0,1.0,5.41,3.6,3.76
"Yim, Nancy",LTKO 1A,FA22,23,7,1.0,1.0,5.36,3.71,3.96
"Yim, Nancy",LTKO 1A,FA22,21,9,1.0,1.0,6.72,3.71,3.73
"Yim, Nancy",LTKO 1A,FA22,22,9,1.0,1.0,2.75,3.38,3.42
"Jung, Ji Yun",LTKO 2A,FA22,25,8,0.875,1.0,4.75,3.6,3.61
"Jung, Ji Yun",LTKO 2A,FA22,25,7,1.0,1.0,4.5,3.86,3.74
"Lee, Jeyseon",LTKO 2A,FA22,20,9,0.889,0.889,4.06,3.5,3.42
"Murray, Kourtney Kristine",LTLA 1,FA22,40,17,1.0,1.0,4.85,3.94,3.92
"Guillermoprieto, Maria Del",LTSP 2A,FA22,20,11,0.9,0.8,5.1,3.25,3.05
"Guillermoprieto, Maria Del",LTSP 2A,FA22,23,12,0.41700000000000004,0.583,5.33,3.33,2.83
"Mastromartino, Alexandra L",LTSP 2A,FA22,22,9,0.889,1.0,3.83,3.63,3.44
"Dominguez, Noelia",LTSP 2B,FA22,21,6,1.0,1.0,6.5,3.5,3.16
"Dominguez, Noelia",LTSP 2D,FA22,24,8,1.0,1.0,4.0,3.43,3.28
"Mastromartino, Alexandra L",LTSP 2D,FA22,25,22,1.0,1.0,3.14,3.81,3.73
"Nguyen, Hoang Tan",LTWL 116,FA22,49,14,0.846,0.769,4.04,3.69,3.13
"Fiss, Geraldine Anna",LTWL 120,FA22,40,29,0.897,1.0,5.12,3.61,3.85
"De Marchi Gherini, Adriana",LTWL 172,FA22,40,12,1.0,1.0,2.86,4.0,3.84
"Kontje, Todd Curtis",LTWL 180,FA22,35,8,1.0,1.0,6.25,3.29,3.45
"Myerston Santana, Jacobo",LTWL 19A,FA22,37,13,1.0,0.846,4.04,4.0,3.47
"Carroll, Amy Sara",LTWR 115,FA22,25,4,1.0,0.75,5.0,3.75,3.69
"Ok, Cindy Juyoung",LTWR 119,FA22,30,24,1.0,1.0,4.42,3.92,3.76
"Carroll, Amy Sara",LTWR 140,FA22,28,10,0.778,0.889,4.06,3.78,3.39
"Som, Brandon D",LTWR 194,FA22,26,9,1.0,1.0,3.5,4.0,4.0
"Jemc, Jaclyn",LTWR 8A,FA22,99,33,0.968,0.903,4.02,3.93,3.0
"Forbes, Camille",LTWR 8C,FA22,90,28,0.9620000000000001,0.9229999999999999,2.72,3.57,4.0
"Johnson, Sara E.",LTAM 111,SP22,49,38,0.9740000000000001,0.973,5.5,3.37,3.49
"Kim, Joo Ok",LTCS 130,SP22,40,15,1.0,1.0,4.5,3.8,3.93
"Liao, Ping H",LTCS 52,SP22,38,15,0.9329999999999999,1.0,3.03,4.0,3.68
"Liao, Ping H",LTEA 110A,SP22,76,26,0.958,0.958,5.14,3.95,3.74
"Fiss, Geraldine Anna",LTEA 120A,SP22,289,210,0.828,0.902,7.11,3.67,3.6
"Lee, Jin-Kyung",LTEA 141,SP22,35,10,1.0,1.0,4.5,3.78,3.78
"Vitkus, Daniel J.",LTEN 112,SP22,39,9,1.0,1.0,6.5,3.33,3.04
"Loose, Margaret",LTEN 142,SP22,30,11,0.727,0.727,7.95,3.1,3.44
"Vijay, Ameeth Varma",LTEN 144,SP22,20,7,0.833,1.0,5.36,3.8,3.57
"Lerer, Seth",LTEN 148,SP22,39,13,0.9229999999999999,1.0,4.35,3.92,3.77
"Loose, Margaret",LTEN 149,SP22,30,7,1.0,0.857,4.79,3.86,3.88
"Childs, Dennis R.",LTEN 185,SP22,24,6,1.0,1.0,5.5,3.0,3.33
"Vijay, Ameeth Varma",LTEN 23,SP22,50,26,0.96,0.88,4.42,3.55,3.66
"Walkiewicz, Kathryn A",LTEN 25,SP22,50,22,0.9520000000000001,0.9520000000000001,5.45,3.67,3.58
"Childs, Dennis R.",LTEN 27,SP22,63,23,0.955,0.905,5.05,3.86,3.55
"De Marchi Gherini, Adriana",LTEU 140,SP22,37,13,0.917,1.0,7.33,4.0,4.0
"Wesling, Megan E.",LTEU 141,SP22,38,35,0.943,0.971,5.64,3.59,3.74
"Cho, Hye Jin",LTKO 1C,SP22,28,14,1.0,1.0,4.19,3.7,3.32
"Cho, Hye Jin",LTKO 1C,SP22,28,12,1.0,1.0,5.0,3.64,3.73
"Yim, Nancy",LTKO 1C,SP22,27,9,1.0,1.0,4.5,3.63,3.66
"Murray, Kourtney Kristine",LTLA 3,SP22,28,11,1.0,1.0,6.14,3.82,3.8
"Parra, Max",LTSP 100A,SP22,22,5,0.6,0.8,6.9,3.8,3.69
"Dominguez, Noelia",LTSP 100B,SP22,24,5,0.8,1.0,4.9,3.6,3.3
"Caro Melendez, Eduardo",LTSP 2A,SP22,27,9,0.889,0.889,4.28,3.5,3.28
"Ruiz Blanco, Angel",LTSP 2C,SP22,26,11,1.0,1.0,2.5,3.91,3.74
"Ruiz Blanco, Angel",LTSP 2C,SP22,27,16,0.929,0.857,3.21,3.83,3.64
"Myerston Santana, Jacobo",LTWL 100,SP22,31,10,1.0,0.778,3.61,3.44,3.61
"Doermann, Hannah Friederike",LTWL 123,SP22,38,13,1.0,1.0,4.81,3.82,3.65
"Batarseh, Amanda Alicia",LTWL 124,SP22,36,12,1.0,1.0,5.9,4.0,3.8
"Cohen, Alain J. J.",LTWL 184,SP22,31,6,0.8,0.8,2.9,4.0,3.25
"Forbes, Camille",LTWR 100,SP22,23,19,0.889,0.889,4.18,3.68,3.42
"Ok, Cindy Juyoung",LTWR 102,SP22,22,19,1.0,1.0,3.76,3.89,3.67
"Jemc, Jaclyn",LTWR 106,SP22,22,20,1.0,1.0,4.5,3.95,3.82
"Wilkinson, Marco",LTWR 115,SP22,22,19,0.895,1.0,4.71,3.89,3.84
"Wilkinson, Marco",LTWR 122,SP22,23,18,1.0,1.0,4.5,3.76,3.85
"Wilkinson, Marco",LTWR 126,SP22,22,19,1.0,1.0,4.29,3.68,3.66
"Ok, Cindy Juyoung",LTWR 143,SP22,31,27,1.0,0.9620000000000001,6.65,3.46,3.34
"Springer, Anna Joy",LTWR 8A,SP22,92,76,0.893,0.905,4.53,3.72,3.59
"Jemc, Jaclyn",LTWR 8C,SP22,57,40,0.9490000000000001,0.9740000000000001,4.09,3.88,3.55
"Parra, Max",LTAM 110,WI22,34,15,0.643,0.643,5.64,3.21,3.45
"Fiss, Geraldine Anna",LTCH 101,WI22,73,40,1.0,1.0,7.01,3.73,3.59
"Wesling, Megan E.",LTCS 130,WI22,43,35,0.971,1.0,5.23,3.96,3.65
"Mendoza, Andrea",LTEA 132,WI22,79,29,0.963,1.0,4.5,3.82,3.94
"Miyao, Daisuke",LTEA 138,WI22,315,113,0.991,1.0,4.87,3.97,3.88
"Nicolazzo, Sarah E.",LTEN 149,WI22,36,11,1.0,1.0,5.7,3.6,3.68
"Johnson, Sara E.",LTEN 153,WI22,38,28,0.929,1.0,5.5,3.58,3.74
"Suzuki, Erin M.",LTEN 181,WI22,38,19,1.0,1.0,5.97,3.63,3.62
"Childs, Dennis R.",LTEN 183,WI22,26,8,0.875,1.0,7.93,3.67,3.64
"Nicolazzo, Sarah E.",LTEN 22,WI22,63,27,1.0,1.0,4.35,3.73,3.55
"Suzuki, Erin M.",LTEN 28,WI22,123,63,0.9840000000000001,1.0,3.78,3.83,3.71
"De Marchi Gherini, Adriana",LTEU 105,WI22,34,12,0.909,0.909,5.33,3.64,3.88
"Razor, Sasha",LTEU 154,WI22,27,18,1.0,1.0,3.38,3.88,3.78
"Cho, Hye Jin",LTKO 1B,WI22,27,8,1.0,1.0,3.5,3.71,3.55
"Cho, Hye Jin",LTKO 1B,WI22,26,9,1.0,1.0,6.5,4.0,3.55
"Yim, Nancy",LTKO 1B,WI22,23,6,1.0,1.0,5.5,3.4,3.42
"Yim, Nancy",LTKO 1B,WI22,24,6,1.0,1.0,4.5,3.8,3.58
"Murray, Kourtney Kristine",LTLA 2,WI22,30,12,1.0,1.0,5.0,3.75,3.77
"Arcos Herrera, Carol",LTSP 175,WI22,21,4,1.0,1.0,6.5,4.0,3.29
"Dominguez, Noelia",LTSP 2B,WI22,21,13,0.917,1.0,2.5,3.82,3.44
"Dominguez, Noelia",LTSP 2B,WI22,25,11,1.0,1.0,4.14,3.82,3.41
"Dominguez, Noelia",LTSP 2B,WI22,27,13,1.0,1.0,3.12,3.73,3.7
"Caro Melendez, Eduardo",LTSP 2C,WI22,28,19,0.8420000000000001,0.737,4.29,3.5,3.19
"Caro Melendez, Eduardo",LTSP 2C,WI22,22,12,0.545,0.545,5.95,3.45,2.87
"Caro Melendez, Eduardo",LTSP 2C,WI22,26,19,0.706,0.294,7.17,3.39,3.14
"Ruiz Blanco, Angel",LTSP 2E,WI22,26,10,1.0,1.0,4.1,3.7,3.78
"Ruiz Blanco, Angel",LTSP 2E,WI22,21,10,1.0,1.0,5.1,3.8,3.34
"duBois, Page Ann",LTWL 100,WI22,36,14,0.7859999999999999,0.769,4.64,3.0,3.37
"Fiss, Geraldine Anna",LTWL 120,WI22,29,25,1.0,1.0,4.98,3.75,3.84
"Mendoza, Andrea",LTWL 155,WI22,25,12,1.0,1.0,5.17,3.64,3.9
"duBois, Page Ann",LTWL 160,WI22,38,17,1.0,1.0,5.75,3.73,3.45
"Cohen, Alain J. J.",LTWL 183,WI22,24,10,0.9,0.9,5.7,3.67,3.59
"Jemc, Jaclyn",LTWR 100,WI22,22,12,1.0,1.0,3.59,3.75,3.73
"Wilkinson, Marco",LTWR 100,WI22,22,14,0.9229999999999999,0.833,6.07,3.79,3.46
"Wilkinson, Marco",LTWR 102,WI22,23,14,1.0,1.0,3.58,4.0,3.71
"Hoang, Lily Kim",LTWR 106,WI22,23,6,1.0,0.833,5.5,3.83,3.97
"Springer, Anna Joy",LTWR 114,WI22,20,6,0.667,0.833,4.5,3.83,3.66
"Forbes, Camille",LTWR 120,WI22,23,17,1.0,1.0,3.79,3.76,3.38
"Jemc, Jaclyn",LTWR 126,WI22,22,11,1.0,1.0,4.5,3.73,3.51
"Som, Brandon D",LTWR 8B,WI22,91,24,0.917,0.958,3.11,3.9,3.83
"Forbes, Camille",LTWR 8C,WI22,63,30,0.9670000000000001,1.0,4.97,3.76,3.25
"Blanco, John D",LTAM 140,FA21,38,15,0.733,0.867,4.9,3.85,3.63
"Liao, Ping H",LTCH 101,FA21,79,21,0.9520000000000001,0.9520000000000001,5.64,3.63,3.5
"Kim, Joo Ok",LTCS 100,FA21,39,9,1.0,1.0,5.7,3.8,3.35
"Fiss, Geraldine Anna",LTEA 100B,FA21,38,15,1.0,1.0,5.17,3.64,3.64
